"pole1","pole2","pole3","pole4","pole5","pole6","pole7","pole8","pole9","pole10","key"
0,10,0,2,52,662,0,0,0,0,"彰化縣埔鹽鄉永平村"
0,3,0,3,23,551,0,0,0,0,"彰化縣埔鹽鄉永樂村"
0,6,0,1,22,417,0,0,0,0,"彰化縣埔鹽鄉瓦磘村"
0,1,1,0,29,369,0,0,0,0,"彰化縣埔鹽鄉石埤村"
0,3,0,0,18,576,0,0,0,0,"彰化縣埔鹽鄉西湖村"
0,0,0,2,46,377,0,0,0,0,"彰化縣埔鹽鄉角樹村"
0,2,0,3,58,528,0,0,0,0,"彰化縣埔鹽鄉豐澤村"
0,2,0,0,19,462,0,0,0,0,"彰化縣埤頭鄉中和村"
0,0,0,0,21,341,0,0,0,0,"彰化縣埤頭鄉元埔村"
0,2,0,0,38,504,0,0,0,0,"彰化縣埤頭鄉合興村"
0,3,0,1,97,1063,0,0,0,0,"彰化縣埤頭鄉和豊村"
0,0,0,1,27,373,0,0,0,0,"彰化縣埤頭鄉埤頭村"
0,1,0,0,44,629,0,0,0,0,"彰化縣埤頭鄉大湖村"
0,1,0,0,41,483,0,0,0,0,"彰化縣埤頭鄉崙子村"
0,0,0,0,24,334,0,0,0,0,"彰化縣埤頭鄉崙腳村"
0,1,0,0,50,425,0,0,0,0,"彰化縣埤頭鄉平原村"
0,1,0,0,22,477,0,0,0,0,"彰化縣埤頭鄉庄內村"
0,0,0,1,26,322,0,0,0,0,"彰化縣埤頭鄉新庄村"
0,3,0,0,40,429,0,1,0,0,"彰化縣埤頭鄉永豊村"
0,0,0,0,33,270,0,0,0,0,"彰化縣埤頭鄉竹圍村"
0,2,0,0,46,616,0,0,0,0,"彰化縣埤頭鄉興農村"
0,6,0,1,56,666,0,0,0,0,"彰化縣埤頭鄉芙朝村"
0,3,0,0,89,1231,0,0,0,0,"彰化縣埤頭鄉豊崙村"
0,1,0,0,31,482,0,0,0,0,"彰化縣埤頭鄉陸嘉村"
0,0,0,0,37,552,0,0,0,0,"彰化縣大城鄉三豐村"
0,11,0,1,53,1414,0,0,0,0,"彰化縣大城鄉上山村"
0,1,0,1,43,557,0,0,0,0,"彰化縣大城鄉公館村"
0,1,0,0,11,170,0,0,0,0,"彰化縣大城鄉大城村"
0,2,0,0,41,1139,0,0,0,0,"彰化縣大城鄉山腳村"
0,9,0,0,41,579,0,0,0,0,"彰化縣大城鄉東城村"
0,3,0,0,31,522,0,0,0,0,"彰化縣大城鄉東港村"
0,7,0,0,25,710,0,0,0,0,"彰化縣大城鄉永和村"
0,1,0,0,38,777,0,0,0,0,"彰化縣大城鄉潭墘村"
0,0,0,0,24,581,0,0,0,0,"彰化縣大城鄉臺西村"
0,2,0,1,33,620,0,0,0,0,"彰化縣大城鄉菜寮村"
0,0,0,0,31,253,0,0,0,0,"彰化縣大城鄉西城村"
0,4,0,0,34,766,0,0,0,0,"彰化縣大城鄉西港村"
0,3,0,0,43,749,0,0,0,0,"彰化縣大城鄉豐美村"
0,0,0,0,28,365,0,0,0,0,"彰化縣大城鄉頂庄村"
0,1,0,0,49,376,0,0,0,0,"彰化縣大村鄉加錫村"
0,0,0,4,24,352,0,0,0,0,"彰化縣大村鄉南勢村"
0,4,0,0,16,225,0,0,0,0,"彰化縣大村鄉大崙村"
0,1,0,0,38,403,0,0,1,0,"彰化縣大村鄉大村村"
0,1,0,0,50,399,0,0,0,0,"彰化縣大村鄉大橋村"
0,1,0,0,46,566,0,0,0,0,"彰化縣大村鄉平和村"
0,2,0,7,49,453,0,0,0,0,"彰化縣大村鄉擺塘村"
0,0,0,5,34,285,0,0,0,0,"彰化縣大村鄉新興村"
0,3,0,1,29,249,0,0,0,0,"彰化縣大村鄉村上村"
0,1,0,0,19,198,0,0,0,0,"彰化縣大村鄉田洋村"
0,1,0,0,44,330,0,0,0,0,"彰化縣大村鄉福興村"
0,1,0,1,33,255,0,0,0,0,"彰化縣大村鄉美港村"
0,2,0,0,35,264,0,0,0,0,"彰化縣大村鄉茄苳村"
0,0,0,5,27,291,0,0,0,0,"彰化縣大村鄉貢旗村"
0,0,0,2,33,275,0,0,0,0,"彰化縣大村鄉過溝村"
0,1,0,0,40,308,0,0,0,0,"彰化縣大村鄉黃厝村"
0,0,0,1,41,457,0,0,1,0,"彰化縣彰化市三村里"
0,0,0,0,6,39,0,0,0,0,"彰化縣彰化市下廍里"
0,1,0,1,1,14,0,0,0,0,"彰化縣彰化市中央里"
0,0,0,2,1,34,0,0,0,0,"彰化縣彰化市中山里"
0,1,0,0,5,57,0,0,0,0,"彰化縣彰化市中庄里"
0,0,0,0,0,3,0,0,0,0,"彰化縣彰化市中正里"
0,0,0,0,3,42,0,0,0,0,"彰化縣彰化市五權里"
0,0,0,0,3,34,0,0,0,0,"彰化縣彰化市介壽里"
0,0,0,0,0,1,0,0,0,0,"彰化縣彰化市信義里"
0,0,0,0,1,5,0,0,0,0,"彰化縣彰化市光南里"
0,0,0,0,3,5,0,0,0,0,"彰化縣彰化市光復里"
0,0,0,0,0,1,0,0,0,0,"彰化縣彰化市光華里"
0,4,0,1,43,476,0,0,0,0,"彰化縣彰化市南安里"
0,0,0,0,4,51,0,0,0,0,"彰化縣彰化市南瑤里"
0,3,0,0,24,240,0,0,0,0,"彰化縣彰化市南美里"
0,0,0,0,11,85,0,0,0,0,"彰化縣彰化市南興里"
0,0,1,2,11,76,0,0,0,0,"彰化縣彰化市卦山里"
0,0,0,0,16,50,0,0,0,0,"彰化縣彰化市古夷里"
0,0,0,2,16,181,0,0,0,0,"彰化縣彰化市台鳳里"
0,0,0,0,4,29,0,0,0,0,"彰化縣彰化市向陽里"
0,0,0,3,6,43,0,0,0,0,"彰化縣彰化市和調里"
0,2,0,0,34,475,0,0,0,0,"彰化縣彰化市國聖里"
0,0,0,0,15,213,0,0,0,0,"彰化縣彰化市大竹里"
0,1,0,1,29,310,0,0,0,0,"彰化縣彰化市安溪里"
0,0,0,1,0,9,0,0,0,0,"彰化縣彰化市富貴里"
0,2,0,1,35,269,0,0,1,0,"彰化縣彰化市寶廍里"
0,0,0,0,1,18,0,0,0,0,"彰化縣彰化市崙平里"
0,0,0,1,24,137,0,0,0,0,"彰化縣彰化市平和里"
0,4,0,0,53,353,0,0,0,0,"彰化縣彰化市延和里"
0,0,0,0,16,188,0,0,0,0,"彰化縣彰化市延平里"
0,0,0,0,6,55,0,0,0,0,"彰化縣彰化市建寶里"
0,0,0,0,0,8,0,0,0,0,"彰化縣彰化市彰安里"
0,0,0,0,5,74,0,0,0,0,"彰化縣彰化市復興里"
0,0,0,1,2,23,0,0,0,0,"彰化縣彰化市忠孝里"
0,0,0,0,1,17,0,0,0,0,"彰化縣彰化市忠權里"
0,0,0,2,59,442,0,0,0,0,"彰化縣彰化市快官里"
0,0,0,0,0,10,0,0,0,0,"彰化縣彰化市成功里"
0,0,0,0,0,5,0,0,0,0,"彰化縣彰化市文化里"
0,0,0,0,2,43,0,0,0,0,"彰化縣彰化市新興里"
0,0,0,0,1,25,0,0,0,0,"彰化縣彰化市新華里"
0,4,0,1,1,23,0,0,0,0,"彰化縣彰化市東興里"
0,1,0,0,29,330,0,0,0,0,"彰化縣彰化市東芳里"
0,0,0,9,33,394,0,0,0,0,"彰化縣彰化市桃源里"
0,0,0,1,0,7,0,0,0,0,"彰化縣彰化市民權里"
0,0,0,0,0,2,0,0,0,0,"彰化縣彰化市永生里"
0,0,0,0,1,8,0,0,0,0,"彰化縣彰化市永福里"
0,2,0,1,65,425,0,0,0,0,"彰化縣彰化市牛埔里"
0,0,0,0,32,267,0,0,0,0,"彰化縣彰化市田中里"
0,0,0,0,90,587,0,0,0,0,"彰化縣彰化市石牌里"
0,4,0,1,38,374,0,0,0,0,"彰化縣彰化市磚磘里"
0,0,0,0,0,4,0,0,0,0,"彰化縣彰化市福安里"
0,0,0,5,37,365,0,0,0,0,"彰化縣彰化市福山里"
0,1,0,1,52,457,0,0,0,0,"彰化縣彰化市福田里"
0,0,0,0,11,74,0,0,0,0,"彰化縣彰化市竹中里"
0,1,0,1,22,178,0,0,0,0,"彰化縣彰化市竹巷里"
0,1,0,0,19,168,0,0,1,0,"彰化縣彰化市茄南里"
0,0,0,0,17,157,0,0,0,0,"彰化縣彰化市茄苳里"
0,3,0,0,23,397,0,0,0,0,"彰化縣彰化市莿桐里"
0,0,0,0,2,25,0,0,0,0,"彰化縣彰化市華北里"
0,0,0,1,5,50,0,0,0,0,"彰化縣彰化市華陽里"
0,0,0,0,1,13,0,0,0,0,"彰化縣彰化市萬壽里"
0,0,0,0,1,10,0,0,0,0,"彰化縣彰化市萬安里"
0,3,0,0,11,69,0,0,0,0,"彰化縣彰化市西勢里"
0,0,0,0,2,14,0,0,0,0,"彰化縣彰化市西安里"
0,0,0,0,8,59,0,0,0,0,"彰化縣彰化市西興里"
0,0,0,0,2,4,0,0,0,0,"彰化縣彰化市長樂里"
0,0,0,0,22,98,0,0,0,0,"彰化縣彰化市阿夷里"
0,0,0,0,0,11,0,0,0,0,"彰化縣彰化市陽明里"
0,2,0,1,74,475,0,0,0,0,"彰化縣彰化市香山里"
0,0,0,0,5,36,0,0,0,0,"彰化縣彰化市龍山里"
0,1,0,0,22,186,0,0,0,0,"彰化縣永靖鄉五汴村"
0,1,0,0,14,212,0,0,0,0,"彰化縣永靖鄉五福村"
0,0,0,0,13,229,0,0,0,0,"彰化縣永靖鄉光雲村"
0,0,0,0,9,181,0,0,0,0,"彰化縣永靖鄉同仁村"
0,0,0,0,18,98,0,0,0,0,"彰化縣永靖鄉同安村"
0,0,0,2,9,186,0,0,0,0,"彰化縣永靖鄉四芳村"
0,0,0,0,26,256,0,0,0,0,"彰化縣永靖鄉崙子村"
0,0,0,0,7,259,0,0,0,0,"彰化縣永靖鄉崙美村"
0,0,0,0,15,254,0,0,0,0,"彰化縣永靖鄉敦厚村"
0,0,0,0,16,278,0,0,0,0,"彰化縣永靖鄉新莊村"
0,3,0,0,18,396,0,0,0,0,"彰化縣永靖鄉東寧村"
0,2,0,0,28,310,0,0,0,0,"彰化縣永靖鄉永北村"
0,0,0,0,20,147,0,0,0,0,"彰化縣永靖鄉永南村"
0,0,0,0,0,45,0,0,0,0,"彰化縣永靖鄉永東村"
0,0,0,0,23,318,0,0,0,0,"彰化縣永靖鄉永興村"
0,0,0,0,6,72,0,0,0,0,"彰化縣永靖鄉永西村"
0,0,0,0,16,248,0,0,0,0,"彰化縣永靖鄉浮圳村"
0,0,0,1,20,219,0,0,0,0,"彰化縣永靖鄉港西村"
0,0,0,0,26,292,0,0,0,0,"彰化縣永靖鄉湳墘村"
0,1,0,2,17,328,0,0,0,0,"彰化縣永靖鄉湳港村"
0,2,0,0,10,292,0,0,0,0,"彰化縣永靖鄉獨鰲村"
0,2,0,1,28,314,0,0,0,0,"彰化縣永靖鄉瑚璉村"
0,0,0,0,18,371,0,0,0,0,"彰化縣永靖鄉福興村"
0,1,0,4,31,450,0,0,0,0,"彰化縣永靖鄉竹子村"
0,1,0,0,13,272,0,0,0,0,"彰化縣溪州鄉三圳村"
0,1,0,3,8,310,0,0,0,0,"彰化縣溪州鄉三條村"
0,1,0,2,72,1112,0,0,0,0,"彰化縣溪州鄉圳寮村"
0,0,0,0,9,193,0,0,1,0,"彰化縣溪州鄉坑厝村"
0,2,0,1,34,740,0,0,0,0,"彰化縣溪州鄉大庄村"
0,1,0,2,27,402,0,0,0,0,"彰化縣溪州鄉尾厝村"
0,3,0,0,13,295,0,0,0,0,"彰化縣溪州鄉張厝村"
0,0,0,0,50,1045,0,0,0,0,"彰化縣溪州鄉成功村"
0,0,0,0,18,294,0,0,0,0,"彰化縣溪州鄉東州村"
0,1,0,0,37,445,0,0,0,0,"彰化縣溪州鄉柑園村"
0,2,0,0,24,624,0,0,0,0,"彰化縣溪州鄉榮光村"
0,1,0,0,29,454,0,0,0,0,"彰化縣溪州鄉水尾村"
0,0,0,1,45,807,0,0,0,0,"彰化縣溪州鄉溪厝村"
0,1,0,1,19,365,0,0,0,0,"彰化縣溪州鄉溪州村"
0,0,0,0,28,450,0,0,1,0,"彰化縣溪州鄉潮洋村"
0,0,0,0,19,345,0,0,0,0,"彰化縣溪州鄉瓦厝村"
0,2,0,1,64,702,0,0,0,0,"彰化縣溪州鄉舊眉村"
0,0,0,0,47,797,0,0,0,0,"彰化縣溪州鄉菜公村"
0,0,0,1,71,1026,0,0,0,0,"彰化縣溪州鄉西畔村"
0,0,0,0,12,134,0,0,0,0,"彰化縣溪湖鎮中山里"
0,0,0,0,15,76,0,0,0,0,"彰化縣溪湖鎮中竹里"
0,1,0,0,4,41,0,0,0,0,"彰化縣溪湖鎮光平里"
0,1,0,0,19,149,0,0,0,0,"彰化縣溪湖鎮光華里"
0,2,0,2,13,292,0,0,0,0,"彰化縣溪湖鎮北勢里"
0,1,0,1,58,713,0,0,0,0,"彰化縣溪湖鎮大庭里"
0,1,0,0,17,208,0,0,0,0,"彰化縣溪湖鎮大突里"
0,1,0,6,45,528,0,0,1,0,"彰化縣溪湖鎮大竹里"
0,0,0,0,9,83,0,0,0,0,"彰化縣溪湖鎮太平里"
0,2,1,10,57,747,0,0,0,0,"彰化縣溪湖鎮媽厝里"
0,1,0,0,9,80,0,0,0,0,"彰化縣溪湖鎮平和里"
0,1,0,1,34,457,0,0,0,0,"彰化縣溪湖鎮忠覺里"
0,1,0,0,7,103,0,0,0,0,"彰化縣溪湖鎮東寮里"
0,0,0,0,5,25,0,0,0,0,"彰化縣溪湖鎮東溪里"
0,3,0,1,53,645,0,0,0,0,"彰化縣溪湖鎮汴頭里"
0,2,0,0,57,792,0,0,0,0,"彰化縣溪湖鎮河東里"
0,0,0,2,37,296,0,0,0,0,"彰化縣溪湖鎮湖東里"
0,0,0,1,29,160,0,0,0,0,"彰化縣溪湖鎮湖西里"
0,0,0,46,14,182,0,0,1,0,"彰化縣溪湖鎮湳底里"
0,0,0,3,25,271,0,0,0,0,"彰化縣溪湖鎮田中里"
0,0,0,4,43,661,0,0,0,0,"彰化縣溪湖鎮番婆里"
0,3,0,0,37,628,0,0,0,0,"彰化縣溪湖鎮西勢里"
0,0,0,0,13,111,0,0,0,0,"彰化縣溪湖鎮西寮里"
0,2,0,4,56,668,0,0,0,0,"彰化縣溪湖鎮西溪里"
0,0,0,4,23,208,0,0,0,0,"彰化縣溪湖鎮頂庄里"
0,1,0,0,14,219,0,0,0,0,"彰化縣田中鎮三光里"
0,0,0,3,26,276,0,0,0,0,"彰化縣田中鎮三安里"
0,1,0,0,43,817,0,0,0,0,"彰化縣田中鎮三民里"
0,2,0,0,25,125,0,0,0,0,"彰化縣田中鎮中潭里"
0,0,0,0,9,136,0,0,0,0,"彰化縣田中鎮中路里"
0,0,0,0,18,249,0,0,0,0,"彰化縣田中鎮北路里"
0,2,0,0,11,150,0,0,0,0,"彰化縣田中鎮南路里"
0,2,0,0,35,536,0,0,0,0,"彰化縣田中鎮大崙里"
0,0,0,0,13,331,0,0,0,0,"彰化縣田中鎮大社里"
0,0,1,0,23,414,0,0,0,0,"彰化縣田中鎮平和里"
0,0,0,2,22,313,0,0,0,0,"彰化縣田中鎮復興里"
0,0,0,0,12,217,0,0,0,0,"彰化縣田中鎮新庄里"
0,1,0,0,15,192,0,0,0,0,"彰化縣田中鎮新民里"
0,0,0,2,9,199,0,0,0,0,"彰化縣田中鎮東源里"
0,0,0,1,3,59,0,0,0,0,"彰化縣田中鎮東路里"
0,0,0,0,14,246,0,0,0,0,"彰化縣田中鎮梅州里"
0,0,0,0,35,706,0,0,0,0,"彰化縣田中鎮沙崙里"
0,0,0,0,17,175,0,0,0,0,"彰化縣田中鎮碧峰里"
0,0,0,0,18,191,0,0,0,0,"彰化縣田中鎮西路里"
0,2,0,0,13,189,0,0,0,0,"彰化縣田中鎮頂潭里"
0,0,0,0,27,232,0,0,0,0,"彰化縣田中鎮香山里"
0,0,0,2,16,158,0,0,0,0,"彰化縣田中鎮龍潭里"
0,3,0,0,30,642,0,0,0,0,"彰化縣田尾鄉仁里村"
0,0,0,1,21,332,0,0,0,0,"彰化縣田尾鄉北曾村"
0,0,0,0,8,324,0,0,0,0,"彰化縣田尾鄉北鎮村"
0,0,0,0,15,326,0,0,0,0,"彰化縣田尾鄉南曾村"
0,0,0,0,3,140,0,0,0,0,"彰化縣田尾鄉南鎮村"
0,0,0,1,47,337,0,0,0,0,"彰化縣田尾鄉打簾村"
0,0,0,0,3,156,0,0,0,0,"彰化縣田尾鄉新厝村"
0,0,0,0,4,248,0,0,0,0,"彰化縣田尾鄉新生村"
0,0,0,0,9,220,0,0,0,0,"彰化縣田尾鄉新興村"
0,0,0,3,19,382,0,0,0,0,"彰化縣田尾鄉柳鳳村"
0,0,0,0,15,186,0,0,0,0,"彰化縣田尾鄉正義村"
0,2,0,1,50,1102,0,0,0,0,"彰化縣田尾鄉海豐村"
0,0,0,0,19,157,0,0,0,0,"彰化縣田尾鄉溪畔村"
0,1,0,0,11,358,0,0,0,0,"彰化縣田尾鄉溪頂村"
0,0,0,0,25,426,0,0,0,0,"彰化縣田尾鄉田尾村"
0,0,0,0,36,456,0,0,0,0,"彰化縣田尾鄉睦宜村"
0,0,0,0,7,215,0,0,0,0,"彰化縣田尾鄉福田村"
0,0,0,2,8,311,0,0,0,0,"彰化縣田尾鄉豐田村"
0,1,0,1,8,289,0,0,0,0,"彰化縣田尾鄉陸豐村"
0,0,0,1,28,530,0,0,0,0,"彰化縣田尾鄉饒平村"
0,0,0,0,17,292,0,0,0,0,"彰化縣社頭鄉仁和村"
0,0,0,1,15,327,0,0,0,0,"彰化縣社頭鄉仁雅村"
0,1,0,4,30,464,0,0,0,0,"彰化縣社頭鄉協和村"
0,2,0,0,14,330,0,0,0,0,"彰化縣社頭鄉埤斗村"
0,0,0,0,27,404,0,0,0,0,"彰化縣社頭鄉山湖村"
0,0,0,1,10,71,0,0,0,0,"彰化縣社頭鄉崙雅村"
0,1,0,0,12,157,0,0,0,0,"彰化縣社頭鄉平和村"
0,0,0,0,10,125,0,0,0,0,"彰化縣社頭鄉廣福村"
0,1,0,0,25,400,0,0,0,0,"彰化縣社頭鄉廣興村"
0,1,0,0,15,415,0,0,0,0,"彰化縣社頭鄉張厝村"
0,0,0,0,11,217,0,0,0,0,"彰化縣社頭鄉新厝村"
0,3,0,0,20,453,0,0,0,0,"彰化縣社頭鄉朝興村"
0,0,0,0,12,88,0,0,0,0,"彰化縣社頭鄉東興村"
0,0,0,1,7,159,0,0,0,0,"彰化縣社頭鄉松竹村"
0,1,0,0,30,421,0,0,0,0,"彰化縣社頭鄉橋頭村"
0,0,0,0,15,222,0,0,0,0,"彰化縣社頭鄉泰安村"
0,0,0,0,16,290,0,0,0,0,"彰化縣社頭鄉清水村"
0,1,0,0,16,412,0,0,0,0,"彰化縣社頭鄉湳底村"
0,2,0,1,28,513,0,0,0,0,"彰化縣社頭鄉湳雅村"
0,3,0,0,13,280,0,0,0,0,"彰化縣社頭鄉社頭村"
0,0,0,0,13,172,0,0,0,0,"彰化縣社頭鄉美雅村"
0,0,0,0,16,126,0,0,0,0,"彰化縣社頭鄉舊社村"
0,1,1,0,18,261,0,0,0,0,"彰化縣社頭鄉里仁村"
0,0,0,0,11,187,0,0,0,0,"彰化縣社頭鄉龍井村"
0,3,0,0,42,503,0,0,0,0,"彰化縣福興鄉三和村"
0,0,0,0,24,252,0,0,0,0,"彰化縣福興鄉三汴村"
0,0,0,0,26,450,0,0,0,0,"彰化縣福興鄉二港村"
0,2,1,0,21,406,0,0,0,0,"彰化縣福興鄉元中村"
0,1,0,0,36,488,0,0,0,0,"彰化縣福興鄉同安村"
0,0,0,1,28,301,0,0,0,0,"彰化縣福興鄉外中村"
0,5,0,0,41,483,0,0,0,0,"彰化縣福興鄉外埔村"
0,4,0,2,24,239,0,0,0,0,"彰化縣福興鄉大崙村"
0,6,0,1,42,804,0,1,0,0,"彰化縣福興鄉廈粘村"
0,1,0,0,16,98,0,0,0,0,"彰化縣福興鄉橋頭村"
0,3,0,0,31,384,0,0,0,0,"彰化縣福興鄉番婆村"
0,0,0,0,8,73,0,0,0,0,"彰化縣福興鄉番社村"
0,0,0,2,49,575,0,0,1,0,"彰化縣福興鄉社尾村"
0,3,0,1,31,402,0,0,0,0,"彰化縣福興鄉福南村"
0,4,0,0,57,563,0,0,0,0,"彰化縣福興鄉福寶村"
0,3,0,0,25,397,0,0,0,0,"彰化縣福興鄉福興村"
0,2,0,3,36,839,0,0,0,0,"彰化縣福興鄉秀厝村"
0,0,0,1,21,239,0,0,0,0,"彰化縣福興鄉萬豐村"
0,2,0,0,28,295,0,0,0,0,"彰化縣福興鄉西勢村"
0,2,0,0,28,685,0,0,0,0,"彰化縣福興鄉鎮平村"
0,1,0,3,39,579,0,0,0,0,"彰化縣福興鄉頂粘村"
0,3,0,0,48,766,0,0,0,0,"彰化縣福興鄉麥厝村"
0,0,0,0,40,356,0,0,0,0,"彰化縣秀水鄉下崙村"
0,1,0,0,12,196,0,0,0,0,"彰化縣秀水鄉埔崙村"
0,3,0,1,40,601,0,0,0,0,"彰化縣秀水鄉安東村"
0,0,0,0,34,444,0,0,0,0,"彰化縣秀水鄉安溪村"
0,1,0,0,26,342,0,0,0,0,"彰化縣秀水鄉曾厝村"
0,0,0,0,19,233,0,0,0,0,"彰化縣秀水鄉福安村"
0,1,0,0,32,502,0,0,0,0,"彰化縣秀水鄉秀水村"
0,2,0,1,62,882,0,0,0,0,"彰化縣秀水鄉義興村"
0,1,0,0,33,314,0,0,0,0,"彰化縣秀水鄉莊雅村"
0,2,0,0,31,464,0,0,0,0,"彰化縣秀水鄉金興村"
0,3,0,1,59,718,0,0,0,0,"彰化縣秀水鄉金陵村"
0,1,0,1,47,520,0,0,0,0,"彰化縣秀水鄉陝西村"
0,3,0,0,30,474,0,0,0,0,"彰化縣秀水鄉馬興村"
0,4,0,0,28,409,0,0,0,0,"彰化縣秀水鄉鶴鳴村"
0,2,0,0,52,624,0,0,0,0,"彰化縣竹塘鄉五庄村"
0,3,0,0,43,400,0,0,0,0,"彰化縣竹塘鄉內新村"
0,4,0,0,29,262,0,0,0,0,"彰化縣竹塘鄉土庫村"
0,3,0,3,32,342,0,0,0,0,"彰化縣竹塘鄉小西村"
0,0,0,0,42,411,0,0,0,0,"彰化縣竹塘鄉新廣村"
0,0,0,0,26,642,0,0,0,0,"彰化縣竹塘鄉樹腳村"
0,1,0,1,29,532,0,0,0,0,"彰化縣竹塘鄉民靖村"
0,0,0,0,24,484,0,0,0,0,"彰化縣竹塘鄉永安村"
0,3,0,2,21,385,0,0,0,0,"彰化縣竹塘鄉溪墘村"
0,0,0,1,19,561,0,0,0,0,"彰化縣竹塘鄉田頭村"
0,6,0,0,55,705,0,0,0,0,"彰化縣竹塘鄉竹元村"
0,1,0,0,21,284,0,0,0,0,"彰化縣竹塘鄉竹塘村"
0,2,0,0,40,570,0,0,0,0,"彰化縣竹塘鄉竹林村"
0,1,0,0,12,272,0,0,0,0,"彰化縣竹塘鄉長安村"
0,7,0,3,49,778,0,0,0,0,"彰化縣線西鄉下犁村"
0,1,0,2,58,660,0,0,0,0,"彰化縣線西鄉塭仔村"
0,2,0,3,18,246,0,0,0,0,"彰化縣線西鄉寓埔村"
0,5,0,0,42,604,0,0,0,0,"彰化縣線西鄉德興村"
0,0,0,1,5,64,0,0,0,0,"彰化縣線西鄉溝內村"
0,6,0,1,53,678,0,0,0,0,"彰化縣線西鄉線西村"
0,1,0,1,38,760,0,0,0,0,"彰化縣線西鄉頂庄村"
0,7,0,0,51,703,0,0,0,0,"彰化縣線西鄉頂犁村"
0,0,0,1,26,329,0,0,0,0,"彰化縣芬園鄉中崙村"
0,1,0,2,46,381,0,0,0,0,"彰化縣芬園鄉同安村"
0,1,0,0,32,291,0,0,0,0,"彰化縣芬園鄉嘉興村"
0,0,0,0,8,77,0,0,0,0,"彰化縣芬園鄉圳墘村"
0,0,0,0,31,191,0,0,0,0,"彰化縣芬園鄉大埔村"
0,0,0,0,22,234,0,0,0,0,"彰化縣芬園鄉大竹村"
0,0,0,0,31,197,0,0,0,0,"彰化縣芬園鄉楓坑村"
0,0,0,0,15,171,0,0,0,0,"彰化縣芬園鄉溪頭村"
0,1,0,0,2,61,0,0,0,0,"彰化縣芬園鄉社口村"
0,0,0,0,13,55,0,0,0,0,"彰化縣芬園鄉竹林村"
0,0,0,0,19,94,0,0,0,0,"彰化縣芬園鄉縣庄村"
0,1,0,5,84,732,0,0,0,0,"彰化縣芬園鄉舊社村"
0,0,0,0,16,85,0,0,0,0,"彰化縣芬園鄉芬園村"
0,2,0,0,76,461,0,0,0,0,"彰化縣芬園鄉茄荖村"
0,0,0,0,20,104,0,0,0,0,"彰化縣芬園鄉進芬村"
0,1,0,0,38,205,0,0,0,0,"彰化縣花壇鄉三春村"
0,0,0,0,17,182,0,0,0,0,"彰化縣花壇鄉中口村"
0,3,0,0,67,516,0,0,0,0,"彰化縣花壇鄉中庄村"
0,0,0,0,16,213,0,0,0,0,"彰化縣花壇鄉劉厝村"
0,1,0,1,61,794,0,0,0,0,"彰化縣花壇鄉北口村"
0,0,0,0,15,188,0,0,0,0,"彰化縣花壇鄉南口村"
0,0,0,0,32,393,0,0,0,0,"彰化縣花壇鄉岩竹村"
0,2,0,0,32,324,0,0,0,0,"彰化縣花壇鄉崙雅村"
0,1,0,0,41,380,0,0,0,0,"彰化縣花壇鄉文德村"
0,3,0,0,49,465,0,0,0,0,"彰化縣花壇鄉橋頭村"
0,1,0,0,34,242,0,0,0,0,"彰化縣花壇鄉永春村"
0,4,0,1,71,626,0,0,0,0,"彰化縣花壇鄉灣東村"
0,1,0,0,23,133,0,0,1,0,"彰化縣花壇鄉灣雅村"
0,0,0,2,46,480,0,0,0,0,"彰化縣花壇鄉白沙村"
0,4,0,0,16,205,0,0,0,0,"彰化縣花壇鄉花壇村"
0,2,0,0,18,259,0,0,0,0,"彰化縣花壇鄉金墩村"
0,2,0,1,67,614,0,0,0,0,"彰化縣花壇鄉長春村"
0,0,0,3,58,667,0,0,0,0,"彰化縣花壇鄉長沙村"
0,1,0,0,34,757,0,0,0,0,"彰化縣芳苑鄉三合村"
0,7,0,1,22,908,0,0,0,0,"彰化縣芳苑鄉三成村"
0,2,0,0,57,658,0,0,0,0,"彰化縣芳苑鄉五俊村"
0,0,0,0,26,287,0,0,0,0,"彰化縣芳苑鄉仁愛村"
0,0,0,0,9,100,0,0,0,0,"彰化縣芳苑鄉信義村"
0,1,0,0,26,148,0,0,0,0,"彰化縣芳苑鄉博愛村"
0,0,0,1,22,160,0,0,0,0,"彰化縣芳苑鄉和平村"
0,12,0,0,93,810,0,0,0,0,"彰化縣芳苑鄉崙腳村"
0,7,0,3,150,1135,0,0,0,0,"彰化縣芳苑鄉建平村"
0,1,0,1,18,330,0,0,0,0,"彰化縣芳苑鄉後寮村"
0,14,0,1,145,1627,0,0,0,0,"彰化縣芳苑鄉文津村"
0,2,0,1,72,788,0,0,0,0,"彰化縣芳苑鄉新寶村"
0,3,0,2,164,1373,0,0,0,0,"彰化縣芳苑鄉新生村"
0,1,0,0,33,825,0,0,0,0,"彰化縣芳苑鄉新街村"
0,0,0,0,4,70,0,0,0,0,"彰化縣芳苑鄉民生村"
0,7,0,1,116,1075,0,0,0,0,"彰化縣芳苑鄉永興村"
0,13,0,2,176,2674,0,0,0,0,"彰化縣芳苑鄉漢寶村"
0,5,0,2,95,812,0,0,0,0,"彰化縣芳苑鄉王功村"
0,3,0,0,19,288,0,0,0,0,"彰化縣芳苑鄉福榮村"
0,4,0,0,67,557,0,0,0,0,"彰化縣芳苑鄉興仁村"
0,0,0,0,12,85,0,0,0,0,"彰化縣芳苑鄉芳中村"
